LinkID;LinkIDFrom;LinkIDTo;Qmax_spl;Qkap;Qskut;Vskut;Hskut_h;Hskut_d;Qhmax;Q24
860481;64009;64007;5.1434;1267.8686;1029.7925;2.0854;350.1778;349.8873;5.0026;3.056
860513;63408;63409;6.5613;1642.6077;653.0057;1.661;358.5862;358.5165;4.761;2.7257
860529;160020;160021;0.0689;106.9366;18.7862;1.1428;360.0033;359.49;0.0674;0.0468
860545;160019;160020;0.069;106.9409;18.9107;1.141;360.2167;360.0033;0.0675;0.0468
860913;62665;62667;11.3183;159.2452;40.7485;1.7978;357.3544;356.1343;11.018;6.7324
860961;228685;228686;0.0076;161.3046;6.0832;0.1508;353.8442;353.8416;0.0076;0.0076
860977;228693;228692;1.0347;320.1807;216.2851;1.7666;353.9201;353.8339;1.0146;0.7107
860993;228712;228713;0.047;204.4578;67.3493;1.2917;356.0133;355.8545;0.0462;0.0356
861009;228686;228687;0.0147;135.5019;19.2247;0.2783;353.8416;353.8315;0.0145;0.0124
861025;228689;228690;0.219;116.801;79.9577;0.8689;353.8105;353.811;0.2147;0.1515
861041;228696;228695;0.8367;369.4067;194.4845;1.908;354.7774;354.3351;0.8208;0.5753
861057;228698;228697;0.6541;303.2279;192.7094;1.6473;355.3094;355.0884;0.6418;0.4505
861649;51572;231378;4.0691;3208.7163;224.0989;2.101;360.332;360.0068;1.9015;0.6178
888977;311472;311471;0.0092;194.712;34.3405;1.7503;373.7889;371.7169;0.0092;0.0092
889121;44577;62635;43.3815;430.1532;457.424;2.5271;305.8145;302.4741;40.6596;22.6945
889137;62633;32481;43.429;532.6481;464.0933;2.3617;313.3701;306.8048;40.7562;22.669
889153;248610;60673;41.6438;329.5813;591.0791;3.165;317.2226;317.1274;39.6952;21.5125
889169;65173;65174;0.0083;152.8713;18.4742;1.0348;339.4318;338.917;0.0081;0.0073
889569;311027;311028;0.0071;153.5834;50.5136;1.8442;373.7889;373.1127;0.0071;0.0071
889585;311030;311031;0.0071;98.8606;48.9883;0.9924;371.8618;371.456;0.0071;0.0071
889601;311032;311033;0.0072;132.1818;134.9592;2.1353;371.1741;370.7819;0.0071;0.0071
889617;311044;311043;0.0071;132.1818;131.8995;2.1143;370.064;369.2968;0.0071;0.0071
889633;311040;311041;0.0073;100.9704;3.2769;0.6558;372.287;344.2538;0.0073;0.0073
889649;311041;311042;0.0197;426.7356;3.2552;0.0899;344.2538;369.2079;0.0197;0.0197
889665;311037;311042;0.0056;116.5368;21.6074;0.4887;369.212;369.2079;0.0055;0.0055
824353;60112;60111;0.0583;203.9945;23.0419;0.562;317.8284;317.8197;0.0571;0.0378
824369;60126;60102;0.0744;196.7855;48.8946;1.2683;319.0517;317.6789;0.0732;0.0486
824385;60118;60119;0.0146;159.5324;0.0075;0.0075;325.3015;324.8883;0.0143;0.01
824401;60119;60120;0.0431;144.7074;39.113;1.7141;324.8883;324.3817;0.0422;0.0284
824417;52406;52407;0.0092;196.4345;19.497;1.2195;322.8997;322.7627;0.0092;0.0091
824433;52407;52408;0.021;102.9133;19.3899;1.0152;322.7627;322.6073;0.0208;0.0179
824449;52409;52410;0.021;143.2584;18.9996;0.8894;322.3163;322.2639;0.0208;0.0179
824481;52416;52417;5.45;265.0669;96.9387;2.7213;318.256;314.546;3.8821;1.1117
824513;52425;52426;0.1843;115.4769;0.1166;0.1166;308.3476;307.8424;0.1825;0.1392
824529;52461;52432;0.3505;117.5463;0.2183;0.2149;307.2001;306.7844;0.3474;0.2635
824545;52434;52433;0.0484;72.5349;0.034;0.034;307.4153;307.214;0.048;0.0388
824561;52473;52475;0.0333;78.4452;0.0208;0.0208;307.444;307.2335;0.0329;0.0248
825073;97986;65227;0.1883;248.6047;120.8491;3.1816;327.0184;324.6925;0.185;0.1248
825089;60134;60135;0.6822;118.3751;222.4915;1.7691;306.6894;306.493;0.6699;0.4446
825105;60135;60136;0.7056;118.3751;223.8099;1.7796;306.493;306.0441;0.6929;0.4601
825121;60117;60114;0.06;153.8471;41.2811;1.8458;324.106;322.9875;0.0588;0.0393
825137;60110;60132;0.4742;138.307;174.7961;2.4709;309.3645;308.506;0.4657;0.3091
825153;60136;60185;0.7316;139.4512;237.0915;1.8852;306.0441;305.4514;0.7185;0.4774
825169;52807;52808;0.1018;230.9471;89.8284;1.2832;313.612;313.5883;0.1;0.0671
825201;52818;52783;0.096;110.5431;110.0911;1.756;320.205;319.7527;0.0942;0.064
825233;66733;52488;0.2161;109.7069;16.6551;0.7238;342.9078;342.7641;0.2106;0.1532
825249;52490;52487;0.0581;358.5729;0.0302;0.0302;343.5922;343.1785;0.0565;0.0407
825873;65227;60081;0.2571;234.2487;139.669;2.7844;324.6925;320.7474;0.2527;0.1697
828705;65260;65261;1.0854;84.0273;31.5234;0.4108;329.0358;329.0356;1.0786;0.8107
828721;65262;65263;1.0852;134.4855;33.9494;0.3795;329.035;329.0345;1.0798;0.8107
829169;59963;59964;0.3952;3664.4788;382.2117;2.5151;332.2774;331.1633;0.3932;0.3464
829185;59965;59966;0.3951;2178.7919;377.6101;2.0879;330.8018;330.328;0.3936;0.3464
829201;59967;59968;0.3952;4206.2948;378.9971;3.3228;329.5928;328.9998;0.394;0.3464
829233;50293;50294;0.0598;438.7424;55.5464;2.2402;331.6362;330.795;0.0589;0.0445
829249;50290;50291;0.0227;374.4857;55.4379;2.1178;333.7944;333.1248;0.0226;0.0205
829265;50296;50297;0.0133;259.7176;125.3627;3.222;337.0865;335.4833;0.0133;0.0133
829281;50298;50299;0.1995;215.0412;135.217;2.3772;335.3126;335.0255;0.195;0.118
829297;50303;50304;1.7798;117.7698;187.8303;2.6551;333.2313;332.1979;1.7399;0.9299
829345;65270;65256;0.3045;36.7441;4.5592;0.2355;329.0363;329.0362;0.3011;0.2272
829361;65274;65273;0.0966;37.5903;0.0616;0.0616;329.1064;329.0364;0.0954;0.0721
829377;65272;65271;0.199;34.8403;1.2571;0.1265;329.0364;329.0363;0.1966;0.1485
829393;65279;65278;0.0436;51.1789;0.0277;0.0277;329.4436;329.326;0.0431;0.0326
829409;65275;65256;0.218;49.8086;3.9817;0.1579;329.0362;329.0362;0.2155;0.1627
829489;65325;65326;3.6406;315.8716;0.3479;0.3479;366.7075;361.819;1.3959;0.534
829505;65327;65328;3.6665;199.7276;0.3609;0.3609;360.4495;359.4577;1.4616;0.552
829521;65328;65329;3.6665;308.499;0.3613;0.3613;359.4577;357.088;1.4755;0.5521
829537;65331;65332;3.7054;283.6488;0.3822;0.3822;351.3282;348.197;1.5462;0.5794
830033;52381;66085;0.0078;134.5886;18.5722;0.9414;324.3504;323.9184;0.0077;0.0066
830049;52422;65983;0.0065;139.1737;0.0065;0.0065;310.1816;309.6758;0.0065;0.0065
830065;52487;66733;0.1235;123.8317;16.5772;1.0127;343.1785;342.9078;0.1205;0.0883
830081;52438;52466;0.0027;56.6651;0.0027;0.0027;308.3416;308.3122;0.0027;0.0027
830177;65335;65336;3.7459;60.7451;0.4128;0.2781;342.5374;342.4725;1.5994;0.6119
830193;65337;65338;3.7471;96.1728;0.4151;0.3328;342.2643;341.9646;1.6009;0.612
830209;65339;65340;3.7509;96.9705;0.4234;0.342;341.6243;341.4143;1.6098;0.6187
830225;65348;65342;3.7516;187.5514;0.4274;0.4274;340.6506;340.0332;1.613;0.6187
830241;65343;65344;3.743;96.8598;0.4303;0.3445;339.6744;339.3415;1.6167;0.6187
830257;65345;65346;3.8471;164.2321;0.4825;0.4825;338.3019;337.0215;1.7177;0.6912
830273;65323;65324;3.6054;375.6077;0.3301;0.3301;375.3867;368.5178;1.3241;0.5092
830289;65324;65325;3.6239;284.2734;0.3394;0.3394;368.5178;366.7075;1.3614;0.5223
830321;65351;65350;0.0053;47.6466;29.7488;0.8964;335.8785;335.8085;0.0052;0.0046
830337;64897;64893;0.1518;223.287;29.4995;0.822;335.5376;335.4625;0.1485;0.1038
830369;57468;62223;9.7921;603.4145;128.5621;1.6964;318.528;318.1534;9.1266;6.9511
830785;63092;63091;0.1244;897.9235;148.7551;1.2121;341.0146;340.7922;0.1238;0.0945
831009;65362;65363;0.1352;29.3866;16.9315;0.6512;284.1162;284.109;0.1335;0.1011
831025;65364;53859;0.6515;27.55;9.8822;0.4044;284.1066;284.1062;0.6417;0.4865
831441;59997;59996;1.793;99.1171;28.7112;1.0815;371.8797;371.7903;1.7866;1.3452
831457;59996;59998;1.793;99.1171;28.8024;1.0518;371.7903;371.6892;1.7866;1.3452
831473;60005;60006;3.9841;273.6258;192.7091;2.0734;369.6374;369.4947;3.9619;2.9818
831489;60003;60004;3.9844;178.9986;193.9043;1.6864;370.2136;370.0485;3.9607;2.9818
831505;60009;60010;0.1086;245.8775;28.5059;1.9091;361.7726;360.7725;0.1075;0.085
831521;60012;60013;0.1821;159.9238;28.1233;1.1713;358.9955;358.3022;0.1807;0.1473
831537;53794;63447;0.0155;347.6966;0.0155;0.0155;362.6515;362.0838;0.0155;0.0155
831553;60015;60016;0.3231;150.408;0.2087;0.2087;370.3045;369.9024;0.319;0.2428
831569;60019;60018;0.2056;85.6766;0.1312;0.1312;369.4888;369.3544;0.203;0.1534
831585;60020;60008;0.6076;167.0252;69.2239;1.4354;369.0886;368.367;0.6017;0.4553
831601;60237;63124;5.6997;1840.6729;452.8016;3.0246;361.4266;361.2023;5.6703;4.2671
831617;60008;60022;4.8455;349.6501;258.476;3.0465;368.367;366.5644;4.8184;3.6284
831825;52148;52149;0.255;164.3648;31.2688;1.316;366.8561;366.6455;0.2528;0.1904
832001;65447;56479;2.2084;494.6265;581.3515;2.9658;348.6596;348.5864;2.1653;1.41
844817;65840;121457;0.0209;445.6005;27.525;0.7284;345.0237;344.8563;0.0209;0.0209
844833;121470;121461;0.0195;411.8073;44.44;1.4885;343.751;343.0062;0.0195;0.0195
844849;121471;121472;0.1412;381.4134;43.714;1.2059;342.4248;341.8163;0.1399;0.1103
844865;121473;121474;1.4812;434.9084;59.8168;1.512;341.2954;340.45;1.4633;1.1102
844881;121475;65832;2.3707;428.9803;59.5514;1.2618;339.77;339.5594;2.344;1.7742
844897;121458;121469;0.021;11.7304;9.7414;0.4266;345.0369;345.2339;0.021;0.0209
844913;121464;121465;0.021;31.0113;26.4616;0.8416;345.3994;345.5732;0.0209;0.0209
844929;121466;121467;0.021;42.0663;45.157;1.6053;344.9213;344.2208;0.021;0.0209
845153;66765;66768;0.0411;147.9201;0.72;0.579;349.0453;347.8845;0.0402;0.0277
845169;66769;66770;0.0411;144.2983;0.707;0.5281;347.5551;347.2848;0.0402;0.0277
845185;66771;66772;0.041;179.6425;0.6986;0.614;346.9636;346.5738;0.0402;0.0277
845201;66773;66774;0.041;142.1254;0.678;0.5099;346.265;345.966;0.0401;0.0277
845345;66026;175516;0.9422;66.8496;32.0223;0.9533;362.2515;362.1747;0.3044;0.1887
845377;49918;49917;0.1902;98.4321;65.0878;1.494;335.8283;335.2224;0.1888;0.1421
845585;152754;152753;0.1351;86.5184;44.42;0.8399;344.8111;344.5044;0.1316;0.0816
845697;57013;57012;0.8507;107.5085;0.3393;0.3307;368.7988;368.4863;0.8279;0.5085
845713;56999;117484;0.639;151.2701;0.2455;0.1284;364.2091;363.2173;0.6211;0.3745
845729;157047;157048;0.0115;183.4393;0.0115;0.0115;371.4618;370.842;0.0115;0.0115
845745;157050;157049;0.0106;226.6984;0.0106;0.0106;370.9015;370.571;0.0106;0.0106
845761;157052;157051;0.0066;141.5788;0.0066;0.0066;371.3515;370.9722;0.0066;0.0066
845777;157059;157058;0.0197;60.658;0.0075;0.0075;371.5634;371.4798;0.0191;0.0115
845793;157055;157060;0.0745;146.0091;0.0433;0.0433;369.7892;369.3397;0.0731;0.0537
884929;300129;300130;0.0129;278.2278;33.8723;2.1134;346.8613;371.1607;0.0129;0.0129
884945;300130;300131;0.013;152.0748;33.499;1.7047;371.1607;368.6574;0.0129;0.0129
884961;300135;300136;0.0105;223.4158;14.0829;1.6425;367.5953;364.4462;0.0105;0.0105
884977;300131;300132;0.013;201.1501;45.8765;2.2339;368.6574;367.3925;0.0129;0.0129
884993;368872;368869;0.008;171.7987;10.0996;0.8953;367.1215;365.6536;0.008;0.008
885009;300375;300390;0.0023;47.6396;29.8236;0.733;371.2346;371.149;0.0023;0.0023
885025;300391;300392;0.0023;47.6396;28.3513;0.8378;371.0957;371.0042;0.0023;0.0023
885041;300398;300399;0.0153;258.4129;15.1798;1.5343;371.1123;370.1342;0.0153;0.0153
885057;300401;300400;0.0125;275.922;3.2926;0.654;370.2747;369.8918;0.0125;0.0125
885073;300393;300394;0.009;106.2691;59.579;1.4088;370.2184;369.9799;0.0089;0.0089
885089;300402;300408;0.0419;417.7918;87.729;3.2119;363.9798;363.3446;0.0419;0.0419
886017;487724;487723;0.0085;172.3141;23.9513;2.2407;396.1531;394.3718;0.0084;0.0084
886033;487720;487719;0.0084;64.5247;45.8976;1.1655;391.5764;391.297;0.0084;0.0084
898513;Fik5;315930;0.0037;79.5596;0.0037;0.0037;347.201;344.8895;0.0037;0.0037
898529;315930;315914;0.0168;275.1167;35.8914;1.3818;344.8895;343.1114;0.0167;0.0167
898545;313060;63993;0.0174;387.1638;3.9993;1.0657;358.4517;355.197;0.0174;0.0174
898561;310046;404751;0.0164;81.3489;8.1542;0.5487;356.3575;356.2529;0.0164;0.0164
898577;309995;300061;0.0232;510.6398;31.1643;1.1924;347.3347;345.4281;0.0232;0.0232
898593;309987;309988;0.01;217.1866;14.4755;1.7383;351.8725;350.7675;0.01;0.01
898609;309989;309990;0.0103;125.6819;14.3904;1.1829;349.8336;349.6212;0.0103;0.0103
898625;310022;310023;0.0176;241.3497;17.1379;1.9735;360.6457;360.1006;0.0175;0.0175
898641;310021;310022;0.0175;388.8273;0.0179;0.0178;365.0182;360.6457;0.0175;0.0175
898657;310001;310002;0.0036;76.2371;12.8263;0.8044;340.8842;343.4531;0.0036;0.0036
898673;310005;310006;0.0153;326.2724;28.3033;1.5566;341.0405;339.9796;0.0153;0.0153
898721;310008;310009;0.0153;294.8489;47.5515;2.864;337.4452;335.864;0.0153;0.0153
898737;309992;309993;0.0108;227.7262;14.403;0.9722;348.7917;347.7547;0.0108;0.0108
898753;309993;309994;0.0108;119.123;31.0802;1.4183;347.7547;347.5251;0.0108;0.0108
898961;301054;301050;0.0295;375.9602;37.904;2.6126;370.0077;367.2291;0.0294;0.0294
846225;63778;63779;2.5601;238.3996;219.5465;1.7457;359.961;359.4517;1.4496;0.9421
846241;181880;181881;0.07;250.5587;82.096;3.1646;424.5157;423.675;0.0683;0.0452
846273;152886;152885;0.25;333.9906;33.6867;1.2861;344.3872;343.8439;0.2448;0.1737
846289;152884;152883;0.3432;359.2725;78.5625;2.2896;343.027;342.4152;0.336;0.2371
846305;152882;152881;0.3924;407.3444;78.5499;2.3624;341.8994;341.1389;0.3842;0.2705
846321;152925;49927;0.9982;116.3789;12.2194;0.8164;331.4785;331.4759;0.9922;0.7482
846465;157542;157546;0.2514;85.2704;0.1174;0.1174;313.2183;312.8986;0.2467;0.1632
846481;259132;62810;0.1083;150.4776;0.0515;0.0515;328.6538;328.0683;0.1059;0.0701
846497;61198;157553;0.2055;89.5133;0.0979;0.0979;328.5475;328.3965;0.2009;0.1329
846801;181886;181887;0.5796;147.0035;153.3859;2.3219;393.4998;393.337;0.5657;0.3571
846817;181888;66869;0.1953;220.7609;287.0012;2.2821;393.9783;393.7927;0.1909;0.1226
901505;300328;51256;0.0142;302.3028;53.5817;1.4436;340.0644;339.7278;0.0142;0.0141
901521;316029;316028;0.0073;158.3212;44.4744;1.9219;336.4221;335.9313;0.0073;0.0073
901537;310115;310114;0.011;65.181;6.6178;0.6345;347.3187;347.164;0.0109;0.0109
902257;404750;310047;0.0144;25.8823;23.1031;0.7918;359.6432;359.5367;0.0143;0.0143
902273;311775;311776;0.0326;685.6886;614.0162;2.0643;369.1691;368.9579;0.0325;0.0325
902289;311780;311047;0.0973;1266.3544;641.1753;2.3097;366.3971;365.7973;0.0973;0.0973
902305;311086;311087;0.143;949.3725;791.8912;2.7586;365.4601;365.1161;0.143;0.143
902321;311739;311740;0.443;3717.7312;980.8815;3.158;352.1654;351.5586;0.4429;0.4428
902337;311740;311741;0.443;2266.7707;981.8091;2.6092;351.5586;351.2035;0.4429;0.4428
866961;124621;124622;1.16;100.8512;0.7448;0.6016;376.9153;376.1749;1.1561;0.8702
867457;213353;213350;0.0731;77.8272;0.0388;0.0388;358.9943;358.5468;0.0716;0.0498
867473;213351;213352;0.1766;47.6395;0.0936;0.0936;358.2582;358.2186;0.1727;0.1204
867601;213915;64662;1.4236;219.3554;192.3687;1.9611;340.011;339.6719;1.3922;1.0092
873777;228701;228700;0.2345;170.2936;59.8632;1.1453;356.3556;355.9714;0.2297;0.1611
873841;228705;228704;0.0863;144.6673;0.2569;0.049;356.9161;356.8902;0.0847;0.0606
873857;228706;42609;0.1963;272.5577;55.7609;1.7044;356.9528;356.7915;0.192;0.1356
873873;228708;228709;0.0113;167.6236;0.0113;0.0113;356.8025;356.5941;0.0112;0.0112
873905;64564;228742;0.1585;3882.161;1841.4817;3.3894;338.4123;337.7921;0.1584;0.1584
874145;53941;5057;2.1817;93.7738;56.1702;0.794;286.46;286.3639;1.4634;1.0993
875809;60189;60190;0.9981;410.9004;434.2627;3.7456;310.8557;309.2574;0.9818;0.6573
875825;239847;65129;2.2172;6331.294;818.798;5.5539;302.103;299.8112;2.1816;1.4669
875841;239848;239849;0.8191;376.034;288.1815;3.1604;300.8348;300.2603;0.8018;0.5357
875857;239850;944521;0.8192;6853.5018;288.3627;4.3205;299.9499;298.2498;0.8014;0.5416
876401;59989;59991;1.7276;99.1117;28.8436;1.1035;372.3483;372.2373;1.7212;1.296
876497;52803;52802;0.231;110.385;68.1365;1.2543;315.7689;315.6932;0.2262;0.1517
876721;240343;92529;3.3711;156.2886;42.9277;0.8123;286.4644;286.4129;0.2277;0.1558
876737;44081;92529;89.1147;1253.9403;345.5976;1.9608;286.4704;286.4129;83.9287;53.306
877361;240343;44081;3.0218;160.8903;2.9428;0.2915;286.4644;286.4704;0.2064;0.1415
877409;244095;244096;0.0222;159.0835;0.0141;0.0141;391.2822;390.0334;0.0219;0.0171
877425;244094;244095;0.0176;232.5749;0.0112;0.0112;393.7115;391.2822;0.0173;0.0136
877441;244098;244099;0.059;180.4802;0.0374;0.0374;389.2334;387.6239;0.0584;0.0448
877457;244103;244104;0.1317;95.6538;0.0836;0.0836;384.3867;384.2753;0.1303;0.0994
877473;244100;244101;0.0968;139.3379;0.0614;0.0614;385.9449;384.9866;0.0957;0.0731
877489;244112;22193;0.1489;522.0287;158.6282;6.479;372.7434;370.3876;0.1472;0.1156
853393;60872;60888;2.5085;118.7964;1.1825;0.539;338.6911;338.3252;2.4577;1.6294
853409;60864;60870;2.2539;103.5215;1.0626;0.4742;339.3414;339.1622;2.2069;1.4635
853425;60861;60862;1.4944;228.1358;0.7132;0.7132;341.4023;340.136;1.4615;0.967
853441;60860;60861;1.3376;120.2147;0.6387;0.4511;341.8157;341.4023;1.3076;0.8652
853457;60854;60864;2.254;211.461;1.0627;0.5878;339.6654;339.3414;2.2069;1.4635
853585;64526;64525;9.2038;4593.9225;1490.0905;3.5927;349.7324;349.3445;8.9526;6.3691
871457;61722;61723;21.2992;4651.5816;791.6608;1.7929;333.3299;333.3187;19.7147;13.443
871473;248033;61722;21.2999;2311.7382;780.5055;2.3482;345.0897;333.3299;19.7152;13.443
871489;64914;64911;76.8153;1691.0099;2999.1798;3.1534;333.2906;332.8802;73.9994;48.5252
871537;248037;248036;0.116;164.0641;53.0904;2.0693;333.8153;333.6448;0.1135;0.0787
871585;158452;158453;0.1849;78.7066;14.2728;0.4668;288.2711;288.1555;0.1821;0.1379
871601;158454;53890;0.3474;90.2903;54.9502;1.1801;287.3365;287.2251;0.3428;0.2595
871617;53890;53899;0.5056;144.3976;78.0492;1.2175;287.2251;287.0272;0.4994;0.3781
853233;128688;128687;0.4525;166.2993;0.2124;0.2124;328.1081;327.4091;0.4437;0.2937
853249;128685;128684;0.6105;158.0451;0.2872;0.2872;326.2295;325.5993;0.5982;0.3959
853265;60713;60714;3.2371;204.419;1.5571;0.8556;344.8886;342.928;3.1781;2.1315
853281;60803;60713;0.7775;73.9894;0.3646;0.2876;345.7752;344.8886;0.763;0.5061
899473;300070;300513;0.0521;135.8177;137.1343;1.9435;353.3507;338.1736;0.0521;0.0521
899489;300068;300067;0.0521;223.8125;141.1318;2.072;351.9301;351.5159;0.0521;0.0521
899505;309832;309845;0.0708;48.3474;88.783;1.3725;351.9223;351.5069;0.0708;0.0708
899521;309845;309848;0.0791;271.2526;107.8436;2.071;351.5069;350.7415;0.0791;0.0791
899537;300074;300075;0.0521;99.4258;149.2146;2.1093;354.4188;354.3194;0.0521;0.0521
899569;300075;300076;0.0521;121.6109;139.2106;2.004;354.3194;354.0577;0.0521;0.0521
899697;309811;309810;0.0043;91.2;12.9713;0.916;355.8065;355.6236;0.0043;0.0043
899713;402477;309832;0.0655;251.6402;90.8601;1.8001;352.9928;351.9223;0.0653;0.0653
899729;309840;402478;0.0034;71.6522;6.9162;0.6158;351.932;351.9251;0.0034;0.0034
899745;402478;309832;0.0055;118.3463;14.6955;0.2457;351.9251;351.9223;0.0055;0.0055
899761;402481;402480;0.0061;118.0098;10.4211;1.0297;353.1902;352.8533;0.0061;0.0061
899777;364029;364026;0.0053;77.4404;23.2255;0.9582;345.3526;345.2576;0.0053;0.0053
899793;364031;364032;0.0138;102.487;39.6741;1.2847;342.5958;342.2937;0.0137;0.0137
899825;300347;51744;0.0194;415.172;4.4999;0.4092;354.1908;352.2912;0.0194;0.0194
899841;300326;300327;0.0036;75.7206;6.3589;0.6175;348.7413;348.6687;0.0036;0.0036
899857;300340;51743;0.0061;132.8876;8.1175;0.3577;348.3937;348.381;0.0061;0.006
899873;316035;50305;0.0068;141.3324;32.2022;0.4978;331.4348;331.4328;0.0067;0.0067
899889;316048;316047;0.0073;153.2115;21.4823;1.5296;332.0573;331.6653;0.0073;0.0073
899905;316047;316046;0.0099;209.9854;21.5632;1.6332;331.6653;331.1835;0.0099;0.0099
899921;300863;300862;0.0074;156.8164;86.2878;1.743;328.0839;328.0272;0.0074;0.0074
899937;300924;300921;0.0027;36.662;23.9738;0.4847;329.0905;329.0732;0.0027;0.0027
899953;300921;300920;0.0068;36.662;77.8805;1.1009;329.0732;328.8012;0.0068;0.0068
871793;61371;61382;0.0108;228.2724;35.3798;2.3449;416.0674;413.8872;0.0108;0.0108
871809;158396;237101;0.1787;394.8498;238.053;3.2024;394.8721;394.5186;0.1744;0.11
871841;56428;237143;0.1356;59.3447;34.9092;0.6389;357.3031;357.1979;0.1321;0.0797
871857;237147;237146;0.0384;49.6461;50.4539;0.9052;357.7159;357.6707;0.0374;0.0225
871873;237146;237145;0.0764;57.0603;44.5522;0.7564;357.6707;357.6285;0.0744;0.0449
872177;247481;63586;20.1281;5857.7189;4318.7346;3.3643;320.71;320.3562;19.2999;14.1145
872193;44481;Fik34;0.1383;8734.1151;0.1383;0.1383;319.2213;318.9369;0.1383;0.1383
872369;53926;158439;1.895;836.5473;330.4261;1.1961;284.9797;284.9653;1.8742;1.4269
872449;53917;158456;0.7311;273.6567;156.2593;1.2667;287.0295;286.8398;0.722;0.5464
872465;158457;53917;0.2781;326.5745;158.0933;1.1911;287.1591;287.0295;0.2748;0.2073
872481;53891;53894;0.0735;26.6608;2.0539;0.089;287.2747;287.2729;0.0724;0.0549
872705;238637;238636;0.216;74.5749;28.6658;0.9867;355.6091;355.5027;0.2113;0.1464
880593;708638;246540;1.0266;2026.5168;252.2657;1.6777;338.149;337.5308;1.006;0.704
880609;64823;64822;3.8479;1612.2697;828.6396;3.1189;333.8589;333.3561;3.7585;2.6525
880625;64824;64823;3.8167;1855.5162;806.0136;3.1797;334.3432;333.8589;3.7295;2.6308
881057;213352;182901;0.1848;44.7356;0.0979;0.0979;358.2186;358.0826;0.1806;0.126
881073;230078;64363;0.792;80.3854;110.3948;1.6616;353.7366;352.7643;0.7685;0.5453
881089;42913;52835;0.2676;109.9949;202.0806;1.6068;300.8722;300.743;0.2571;0.1742
881105;52835;52834;0.2666;323.5568;212.4525;1.4127;300.743;300.7166;0.2567;0.1742
881313;261374;53061;0.0895;2271.4982;0.0938;0.0915;316.366;312.5323;0.0895;0.0895
881329;52844;246584;0.1807;162.6417;153.2643;1.4414;316.8462;316.6477;0.178;0.1293
881345;246584;52845;0.1807;94.8559;150.4807;1.4161;316.6477;316.4349;0.1779;0.1294
881697;63590;63589;20.0579;5453.5677;4307.5752;2.7616;321.0384;321.0189;19.2626;14.0572
881713;230083;230082;0.7453;60.1562;96.5022;1.3641;354.5295;354.2781;0.7254;0.5128
881729;230084;230083;0.6968;55.8395;95.7731;1.3538;354.8305;354.5295;0.6782;0.4792
882161;187211;187213;4.0399;114.0333;4.0041;0.8828;321.1227;320.9657;0.6735;0.1062
882289;63584;63590;20.0727;6714.7542;4306.519;3.1098;321.6302;321.0384;19.2904;14.0573
882305;63587;56543;20.3209;3128.9954;1680.7867;2.7699;319.8872;318.4088;19.442;14.2726
882369;64983;160013;3.1373;895.9857;171.8885;2.3707;365.2184;364.7564;3.1075;2.2293
882497;300174;300175;0.0061;52.1174;13.5954;0.517;365.6142;365.568;0.0061;0.0061
882513;300285;300284;0.0136;300.6866;3.1464;1.3794;385.8016;384.1848;0.0136;0.0136
882529;300262;300261;0.0223;473.8398;5.9938;1.3043;389.2672;386.9047;0.0223;0.0223
882545;300261;300260;0.0223;126.4919;6.0588;0.9206;386.9047;386.7997;0.0223;0.0223
884193;300225;300226;0.0042;87.8102;11.5679;0.859;340.6096;389.2265;0.0042;0.0042
884209;300227;300228;0.0042;87.8102;16.2481;0.9505;389.0487;388.847;0.0042;0.0042
884225;300230;300231;0.0079;165.58;25.0371;1.5871;386.2657;385.5049;0.0079;0.0079
853969;127246;128707;0.044;663.7506;0.0408;0.0408;320.0729;319.1033;0.0439;0.0418
853985;128709;128710;0.0534;617.1467;33.1514;1.6713;317.7674;317.437;0.0532;0.048
854001;61881;61883;4.7911;278.0216;37.9874;1.5528;320.6637;319.8108;4.7051;3.1293
854017;127245;127246;0.044;501.2408;0.0408;0.0408;320.4734;320.0729;0.0439;0.0418
854081;60852;60854;0.7601;207.6625;0.3614;0.3614;340.8693;339.6654;0.7452;0.4966
854097;60851;60852;0.76;127.0224;0.3614;0.3614;341.5417;340.8693;0.7452;0.4966
854577;168299;168300;0.8107;624.979;366.2658;1.8827;369.7879;369.7492;0.7863;0.5736
874225;60665;609;5.0747;77.9146;101.2912;1.4318;313.0158;312.9651;1.8449;1.1193
874241;60664;52418;5.1642;149.9281;101.5996;2.2792;313.6147;313.2374;1.9508;1.1186
874321;62757;62758;88.1053;936.7776;318.5261;0.9566;290.7769;290.7742;83.4628;52.8252
874689;62365;62366;0.1678;876.6257;701.4366;3.4451;381.8975;381.2855;0.1672;0.1672
874721;228785;64160;0.2182;206.263;21.8534;0.5185;346.5169;346.0368;0.2119;0.1304
874737;228786;61566;4.4869;623.2984;1135.1869;2.2566;343.0686;342.9451;4.3752;2.7023
875345;228788;228789;4.6469;1263.7707;1167.3577;2.518;342.6359;342.5072;4.5264;2.7974
875361;228789;157481;4.6587;1263.7707;1215.5396;2.4704;342.5072;342.253;4.5361;2.8044
875377;228791;228790;0.0011;19.2735;8.4557;0.5359;341.1985;341.1801;0.0011;0.0007
875409;64200;228794;7.1492;360.3261;175.6349;1.8247;344.0663;343.6993;6.6921;4.7625
875441;229197;64200;7.146;180.3629;175.7313;1.6901;344.6311;344.0663;6.6921;4.7625
875761;239842;239841;0.8998;190.9338;151.5306;1.7007;310.3473;310.1574;0.8847;0.5869
